estimating the workload which takes just one milli-second...
end estimation
1	1	1
1	2	2
1	3	3
1	3	4
1	4	5
1	13	6
1	14	7
1	15	8
1	16	9
1	17	10
1	18	11
1	19	12
1	20	13
1	21	14
1	34	15
1	34	16
1	35	17
1	36	18
1	37	19
1	38	20
1	39	21
1	40	22
1	41	23
1	42	24
1	43	25
1	44	26
1	45	27
1	46	28
1	47	29
1	47	30
1	48	31
1	57	32
1	58	33
1	59	34
1	60	35
1	61	36
1	62	37
1	63	38
1	64	39
1	65	40
1	66	41
1	66	42
1	67	43
1	68	44
1	85	45
1	86	46
1	87	47
1	88	48
1	89	49
1	90	50
1	91	51
1	91	52
1	92	53
1	105	54
1	106	55
1	107	56
1	108	57
1	109	58
1	110	59
1	111	60
1	112	61
1	112	62
1	113	63
1	114	64
1	115	65
1	116	66
1	117	67
1	118	68
1	119	69
1	120	70
1	120	71
1	133	72
1	134	73
1	135	74
1	136	75
1	137	76
1	138	77
1	139	78
1	140	79
1	140	80
1	153	81
1	154	82
1	155	83
1	156	84
1	157	85
1	158	86
1	159	87
1	160	88
1	160	89
1	161	90
1	162	91
1	163	92
1	164	93
1	165	94
1	166	95
1	167	96
1	167	97
1	168	98
1	177	99
1	178	100
0	6	1
0	7	2
0	8	3
0	9	4
0	10	5
0	10	6
0	11	7
0	12	8
0	21	9
0	22	10
0	23	11
0	24	12
0	25	13
0	26	14
0	27	15
0	28	16
0	29	17
0	30	18
0	30	19
0	31	20
0	32	21
0	49	22
0	50	23
0	51	24
0	52	25
0	53	26
0	54	27
0	55	28
0	56	29
0	57	30
0	70	31
0	71	32
0	72	33
0	72	34
0	73	35
0	74	36
0	75	37
0	76	38
0	77	39
0	78	40
0	79	41
0	80	42
0	81	43
0	82	44
0	83	45
0	83	46
0	84	47
0	93	48
0	94	49
0	95	50
0	96	51
0	97	52
0	98	53
0	99	54
0	99	55
0	100	56
0	101	57
0	102	58
0	103	59
0	104	60
0	105	61
0	122	62
0	123	63
0	124	64
0	124	65
0	125	66
0	126	67
0	127	68
0	128	69
0	129	70
0	130	71
0	131	72
0	132	73
0	132	74
0	141	75
0	142	76
0	143	77
0	144	78
0	145	79
0	146	80
0	147	81
0	147	82
0	148	83
0	149	84
0	150	85
0	151	86
0	152	87
0	153	88
0	170	89
0	171	90
0	171	91
0	172	92
0	173	93
0	174	94
0	175	95
0	176	96
0	177	97
0	179	98
0	180	99
0	181	100
